"model_id","reference_date","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"FluSight-baseline",2023-10-21,1,1,12.212896210932,0.483026354048766,1,1,18.2884579687143,0.596438698601976,0.778846153846154,1,208
"FluSight-baseline",2023-10-28,1,1,16.2674060452283,0.505583725888656,1,1,25.6682662980476,0.718790989619749,0.730769230769231,0.980769230769231,208
"FluSight-baseline",2023-11-04,1,1,20.3371177120545,0.512654010208017,1,1,32.6634615384615,0.785790635748042,0.399038461538462,0.971153846153846,208
"FluSight-baseline",2023-11-11,1,1,27.2163921250907,0.534329665469665,1,1,43.1009623798161,0.821772735655448,0.293269230769231,0.971153846153846,208
"FluSight-baseline",2023-11-18,1,1,34.4013102176579,0.520272354786481,1,1,53.1057692307692,0.779990433925657,0.225961538461538,0.947115384615385,208
"FluSight-baseline",2023-11-25,1,1,47.2609281152972,0.557880850218765,1,1,70.0288461538462,0.854502458922666,0.129807692307692,0.923076923076923,208
"FluSight-baseline",2023-12-02,1,1,81.6561060078278,0.629001610628675,1,1,109.730769230769,0.911057606751274,0.0961538461538462,0.807692307692308,208
"FluSight-baseline",2023-12-09,1,1,123.255019102809,0.651847247828518,1,1,155.081730769231,0.8995047852533,0.0625,0.634615384615385,208
"FluSight-baseline",2023-12-16,1,1,149.994882000958,0.686035879259647,1,1,185.158653846154,0.913336648432525,0.0480769230769231,0.5,208
"FluSight-baseline",2023-12-23,1,1,126.638433712611,0.515533846150671,1,1,159.600961538462,0.680491656971389,0.0576923076923077,0.528846153846154,208
"FluSight-baseline",2023-12-30,1,1,68.9550323308827,0.272282436980908,1,1,93.1009615384615,0.373010701215449,0.153846153846154,0.754807692307692,208
"FluSight-baseline",2024-01-06,1,1,88.3894204929754,0.264963593331295,1,1,118.610576923077,0.355729529687889,0.125,0.764423076923077,208
"FluSight-baseline",2024-01-13,1,1,88.2607959996182,0.326767775780889,1,1,119.456730769231,0.435192824551891,0.125,0.677884615384615,208
"FluSight-baseline",2024-01-20,1,1,54.4865428315269,0.247766769845851,1,1,80.2884615384615,0.352279960205558,0.163461538461538,0.899038461538462,208
"FluSight-baseline",2024-01-27,1,1,48.674753795755,0.224403778685081,1,1,71.4759615384615,0.327635770899062,0.153846153846154,0.947115384615385,208
"FluSight-baseline",2024-02-03,1,1,43.9545911126288,0.227018459433493,1,1,64.8605769230769,0.326370911274935,0.192307692307692,0.932692307692308,208
"FluSight-baseline",2024-02-10,1,1,34.651196839476,0.205493354904404,1,1,51.7403846153846,0.297422039648753,0.254807692307692,0.961538461538462,208
"FluSight-baseline",2024-02-17,1,1,32.3873423397137,0.199842778318718,1,1,47.2932692307692,0.2732949833409,0.326923076923077,0.942307692307692,208
"FluSight-baseline",2024-02-24,1,1,30.1348440916333,0.200842964489768,1,1,45.3076923076923,0.287462198976208,0.317307692307692,0.971153846153846,208
"FluSight-baseline",2024-03-02,1,1,31.9205020493496,0.207695600702313,1,1,47.1394230769231,0.283098153686281,0.355769230769231,0.966346153846154,208
"FluSight-baseline",2024-03-09,1,1,44.3821472290061,0.27748555549003,1,1,66.0817307692308,0.400970537758375,0.235576923076923,0.923076923076923,208
"FluSight-baseline",2024-03-16,1,1,41.5473504339892,0.297460859353159,1,1,62.1730769230769,0.434335677112468,0.192307692307692,0.9375,208
"FluSight-baseline",2024-03-23,1,1,26.7540625908091,0.284627289898144,1,1,41.2932692307692,0.422317422004026,0.25,0.975961538461538,208
"FluSight-baseline",2024-03-30,1,1,20.5675783778068,0.284614755571298,1,1,31.9567307692308,0.425820912039828,0.399038461538462,0.990384615384615,208
"FluSight-baseline",2024-04-06,1,1,23.1632340907601,0.354204972961812,1,1,36.3798076923077,0.549515596230109,0.274038461538462,1,208
"FluSight-baseline",2024-04-13,1,1,28.1687367752278,0.461159013971202,1,1,44.0528846153846,0.708739989145209,0.278846153846154,0.995192307692308,208
"FluSight-baseline",2024-04-20,1,1,25.5494690938847,0.565408972956906,1,1,41.3605769230769,0.918149775676485,0.331730769230769,1,208
