"model_id","reference_date","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"FluSight-baseline",2023-10-21,1,1,12.057005389904,0.489389902865712,1,1,18.004898321042,0.603215913621661,0.78921568627451,1,204
"FluSight-baseline",2023-10-28,1,1,16.0853979538538,0.511482238805647,1,1,25.4166636764407,0.726911439773992,0.740196078431373,0.985294117647059,204
"FluSight-baseline",2023-11-04,1,1,20.3326954436542,0.519854467816433,1,1,32.6323529411765,0.7964782608536,0.406862745098039,0.970588235294118,204
"FluSight-baseline",2023-11-11,1,1,27.3979018568135,0.541929758114581,1,1,43.3578439951066,0.833094802557131,0.294117647058824,0.970588235294118,204
"FluSight-baseline",2023-11-18,1,1,34.3046402166916,0.52281756147932,1,1,53.0294117647059,0.784774852093008,0.230392156862745,0.950980392156863,204
"FluSight-baseline",2023-11-25,1,1,47.727191914072,0.563130926561963,1,1,70.671568627451,0.862477955459055,0.127450980392157,0.926470588235294,204
"FluSight-baseline",2023-12-02,1,1,82.5229367138653,0.632437442038677,1,1,110.789215686275,0.916158984187972,0.0980392156862745,0.813725490196078,204
"FluSight-baseline",2023-12-09,1,1,125.262876691041,0.658936071496295,1,1,157.450980392157,0.907918294013378,0.0637254901960784,0.632352941176471,204
"FluSight-baseline",2023-12-16,1,1,152.823317429321,0.697458621586223,1,1,188.691176470588,0.929582851123394,0.0294117647058824,0.490196078431373,204
"FluSight-baseline",2023-12-23,1,1,129.01401610819,0.523507121382164,1,1,162.642156862745,0.692323688034786,0.0392156862745098,0.519607843137255,204
"FluSight-baseline",2023-12-30,1,1,70.1935527710265,0.275501983008538,1,1,94.8137254901961,0.378349400665266,0.137254901960784,0.75,204
"FluSight-baseline",2024-01-06,1,1,89.9804969414617,0.26768513864864,1,1,120.725490196078,0.359096277207994,0.112745098039216,0.759803921568627,204
"FluSight-baseline",2024-01-13,1,1,89.8642311670302,0.330399341218574,1,1,121.642156862745,0.44045795314419,0.107843137254902,0.67156862745098,204
"FluSight-baseline",2024-01-20,1,1,55.3875326926095,0.24936706341112,1,1,81.593137254902,0.354040558141489,0.156862745098039,0.897058823529412,204
