"model_id","target_end_date","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"FluSight-baseline",2023-10-21,1,1,7.10584474639887,0.359558756117209,1,1,9.80392156862745,0.498128844797444,0.764705882352941,1,51
"FluSight-baseline",2023-10-28,1,1,8.06875502638914,0.40122989688674,1,1,10.8529363234809,0.475587163617668,0.813725490196078,1,102
"FluSight-baseline",2023-11-04,1,1,10.6423638001802,0.422674512391682,1,1,15.5620891829833,0.55398505153177,0.699346405228758,1,153
"FluSight-baseline",2023-11-11,1,1,15.8564756810572,0.485156814233622,1,1,25.3578418382223,0.686928990029424,0.573529411764706,0.985294117647059,204
"FluSight-baseline",2023-11-18,1,1,21.2573949626192,0.504152525448804,1,1,33.2794114583303,0.756362524584311,0.42156862745098,0.950980392156863,204
"FluSight-baseline",2023-11-25,1,1,24.4934590498225,0.507105890681612,1,1,39.0098039215686,0.767397044748838,0.279411764705882,0.965686274509804,204
"FluSight-baseline",2023-12-02,1,1,36.6386755225766,0.550696415524864,1,1,56.9019607843137,0.848181544446821,0.156862745098039,0.96078431372549,204
"FluSight-baseline",2023-12-09,1,1,45.3808069081453,0.528292702824701,1,1,68.2549019607843,0.802532927005273,0.142156862745098,0.946078431372549,204
"FluSight-baseline",2023-12-16,1,1,72.2766677051993,0.590118859369843,1,1,100.867647058824,0.870138167285585,0.0392156862745098,0.823529411764706,204
"FluSight-baseline",2023-12-23,1,1,140.247158950957,0.729801051513782,1,1,176.078431372549,1.00051734207536,0.0392156862745098,0.504901960784314,204
"FluSight-baseline",2023-12-30,1,1,199.90063566505,0.775567605373266,1,1,238.985294117647,1.01047868263202,0.0196078431372549,0.308823529411765,204
"FluSight-baseline",2024-01-06,1,1,111.723243520754,0.461338040259091,1,1,144.504901960784,0.623905556054699,0.0588235294117647,0.617647058823529,204
"FluSight-baseline",2024-01-13,1,1,66.3319854493589,0.253256072093289,1,1,92.7254901960784,0.354340741414325,0.117647058823529,0.823529411764706,204
"FluSight-baseline",2024-01-20,1,1,74.1695558637886,0.291130140150474,1,1,101.691176470588,0.396327118127526,0.122549019607843,0.754901960784314,204
"FluSight-baseline",2024-01-27,1,1,75.7824572165421,0.267385284187035,1,1,104.377450980392,0.368067594635227,0.137254901960784,0.818627450980392,204
"FluSight-baseline",2024-02-03,1,1,65.8883702914514,0.279945344874852,1,1,92.7107843137255,0.383926915004471,0.161764705882353,0.838235294117647,204
"FluSight-baseline",2024-02-10,1,1,48.3669652973405,0.236925828533372,1,1,71.6666666666667,0.34307748618415,0.161764705882353,0.955882352941177,204
"FluSight-baseline",2024-02-17,1,1,37.8692902308203,0.21148982968227,1,1,57.4166666666667,0.311312459491704,0.191176470588235,0.946078431372549,204
"FluSight-baseline",2024-02-24,1,1,39.1227308667073,0.221547716325627,1,1,57.4607843137255,0.317002781994584,0.259803921568627,0.936274509803922,204
"FluSight-baseline",2024-03-02,1,1,33.6045984960617,0.194903296423181,1,1,49.0147058823529,0.269693522643201,0.308823529411765,0.955882352941177,204
"FluSight-baseline",2024-03-09,1,1,27.0361638599938,0.183980770910307,1,1,40.3627450980392,0.257358638244212,0.367647058823529,0.980392156862745,204
"FluSight-baseline",2024-03-16,1,1,38.2782339547531,0.233071056717637,1,1,57.0980392156863,0.334420863366332,0.264705882352941,0.946078431372549,204
"FluSight-baseline",2024-03-23,1,1,42.754739959668,0.290339190696391,1,1,63.5637254901961,0.411646073068426,0.220588235294118,0.926470588235294,204
"FluSight-baseline",2024-03-30,1,1,34.695045647441,0.264491865477517,1,1,52.5882352941176,0.382166597986747,0.279411764705882,0.955882352941177,204
"FluSight-baseline",2024-04-06,1,1,25.7199960455568,0.259611981415721,1,1,39.7745098039216,0.379803526068683,0.323529411764706,0.985294117647059,204
"FluSight-baseline",2024-04-13,1,1,23.8903640830323,0.332780145560089,1,1,36.6617647058824,0.49606424840887,0.284313725490196,0.985294117647059,204
"FluSight-baseline",2024-04-20,1,1,26.7071786423028,0.372640971989237,1,1,42.0833333333333,0.576522048375357,0.294117647058824,1,204
"FluSight-baseline",2024-04-27,1,1,25.2055461082962,0.424402780001746,1,1,39.7156862745098,0.646025253105931,0.333333333333333,1,204
"FluSight-baseline",2024-05-04,1,1,25.1102729849233,0.571879203933847,1,1,40.9607843137255,0.910528997508868,0.230392156862745,1,204
"FluSight-baseline",2024-05-11,1,1,26.6370269712508,0.928097526779362,1,1,44.5555555555556,1.56324418845322,0.300653594771242,1,153
"FluSight-baseline",2024-05-18,1,1,22.1285293267154,0.921495388530951,1,1,37.3571428571429,1.64218758232038,0.428571428571429,1,102
"FluSight-baseline",2024-05-25,1,1,20.0556118963248,0.850097859702868,1,1,33.6530612244898,1.59243602322305,0.571428571428571,1,51
"FluSight-baseline",2024-11-30,1,1,27.483589087809,0.399071808797165,1,1,37.4509803921569,0.584459644070603,0.333333333333333,0.96078431372549,51
"FluSight-baseline",2024-12-07,1,1,40.1954390451833,0.485647221268509,1,1,59.4509803921569,0.719107596407894,0.235294117647059,0.950980392156863,102
"FluSight-baseline",2024-12-14,1,1,69.2436061381074,0.685639203033312,1,1,102.411764705882,1.03972522953728,0.130718954248366,0.843137254901961,153
"FluSight-baseline",2024-12-21,1,1,156.92581202046,0.917364773010518,1,1,205.382352941176,1.35485905736028,0.0490196078431373,0.563725490196078,204
"FluSight-baseline",2024-12-28,1,1,344.945179028133,1.21851551928626,1,1,400.259803921569,1.62217901289404,0,0.17156862745098,204
"FluSight-baseline",2025-01-04,1,1,447.171327791986,1.19722715410676,1,1,503.308823529412,1.50979986133638,0.00490196078431373,0.053921568627451,204
"FluSight-baseline",2025-01-11,1,1,225.327468030691,0.630796555445103,1,1,274.308823529412,0.834625786125599,0.0392156862745098,0.382352941176471,204
"FluSight-baseline",2025-01-18,1,1,195.474403239557,0.425022741491116,1,1,244.25,0.562299868701684,0.0686274509803922,0.53921568627451,204
"FluSight-baseline",2025-01-25,1,1,260.688323387326,0.406150669872391,1,1,321.542483660131,0.522783955581528,0.0915032679738562,0.418300653594771,153
"FluSight-baseline",2025-02-01,1,1,370.012361466326,0.462629250356375,1,1,434.503267973856,0.571895948888208,0.0392156862745098,0.313725490196078,153
"FluSight-baseline",2025-02-08,1,1,330.402855924979,0.448133601962379,1,1,386.248366013072,0.545171182305202,0.0588235294117647,0.34640522875817,153
"FluSight-baseline",2025-02-15,1,1,212.404083546462,0.287091196497695,1,1,262.320261437908,0.361183791745801,0.0849673202614379,0.529411764705882,153
"FluSight-baseline",2025-02-22,1,1,200.928945012788,0.271337412276022,1,1,257.759803921569,0.352289120190264,0.112745098039216,0.568627450980392,204
"FluSight-baseline",2025-03-01,1,1,205.225238704177,0.274230630372493,1,1,266.289215686275,0.361059148291617,0.0637254901960784,0.607843137254902,204
"FluSight-baseline",2025-03-08,1,1,219.412431798806,0.33089565143232,1,1,281.779411764706,0.428171835361381,0.0833333333333333,0.627450980392157,204
"FluSight-baseline",2025-03-15,1,1,200.382144075021,0.375984034231055,1,1,261.436274509804,0.489804699216328,0.142156862745098,0.647058823529412,204
"FluSight-baseline",2025-03-22,1,1,170.841110400682,0.421137789033385,1,1,232.191176470588,0.571386399927059,0.0686274509803922,0.725490196078431,204
"FluSight-baseline",2025-03-29,1,1,139.617504262575,0.472324859025248,1,1,198.31862745098,0.661503365258939,0.102941176470588,0.794117647058823,204
"FluSight-baseline",2025-04-05,1,1,107.223898124467,0.529839658453988,1,1,160.96568627451,0.770844626336296,0.0980392156862745,0.872549019607843,204
"FluSight-baseline",2025-04-12,1,1,77.74265771526,0.551313201863728,1,1,123.289215686275,0.834210123188522,0.161764705882353,0.946078431372549,204
"FluSight-baseline",2025-04-19,1,1,50.6207289002558,0.492111305169647,1,1,82.2598039215686,0.730855020434782,0.357843137254902,0.980392156862745,204
"FluSight-baseline",2025-04-26,1,1,40.5714776925263,0.524811859412427,1,1,65.5947712418301,0.764916294902323,0.522875816993464,0.993464052287582,153
"FluSight-baseline",2025-05-03,1,1,26.0281216254618,0.484183825593487,1,1,38.6601307189542,0.661596667477336,0.725490196078431,1,153
"FluSight-baseline",2025-05-10,1,1,17.7048508098892,0.467363849854644,1,1,21.4313725490196,0.58179784645206,0.849673202614379,1,153
"FluSight-baseline",2025-05-17,1,1,13.7177038931515,0.452080795775987,1,1,13.7581699346405,0.518542601315284,0.843137254901961,1,153
"FluSight-baseline",2025-05-24,1,1,17.3880789997158,0.551801841834039,1,1,14.8104575163399,0.561100449695248,0.967320261437909,1,153
"FluSight-baseline",2025-05-31,1,1,18.1735294117647,0.604567169587513,1,1,11.9901960784314,0.522968535525203,0.980392156862745,1,102
"FluSight-baseline",2025-06-07,1,1,19.313137254902,0.662480756678517,1,1,10.9607843137255,0.527440451848936,0.980392156862745,1,51
"FluSight-baseline",2025-11-22,1,1,18.3335294117647,0.421042338426348,1,1,27.7647058823529,0.620646814517091,0.274509803921569,0.980392156862745,51
"FluSight-baseline",2025-11-29,1,1,31.200694799659,0.526987623370037,1,1,49.0294117647059,0.821825817082342,0.245098039215686,0.980392156862745,102
"FluSight-baseline",2025-12-06,1,1,51.0960414890594,0.621298796575123,1,1,79.0457516339869,0.974708352929582,0.163398692810458,0.980392156862745,153
"FluSight-baseline",2025-12-13,1,1,91.5514855072464,0.784903462572712,1,1,136.078431372549,1.21819483350029,0.112745098039216,0.892156862745098,204
"FluSight-baseline",2025-12-20,1,1,225.40041773231,1.05493302872684,1,1,294.245098039216,1.5158773924295,0.00490196078431373,0.5,204
"FluSight-baseline",2025-12-27,1,1,461.743520886615,1.31167842445915,1,1,541.093137254902,1.70707320209418,0,0.142156862745098,204
"FluSight-baseline",2026-01-03,1,1,421.797427536232,1.02151074262374,1,1,498.700980392157,1.30477452879518,0.0245098039215686,0.230392156862745,204
"FluSight-baseline",2026-01-10,1,1,177.178199062234,0.464738359869291,1,1,237.897058823529,0.634394177518382,0.0784313725490196,0.622549019607843,204
"FluSight-baseline",2026-01-17,1,1,188.930409207161,0.384448800714579,1,1,246.362745098039,0.501564414889641,0.0980392156862745,0.666666666666667,204
